,agencyAcronym,allowLateComment,attachmentCount,commentDueDate,commentStartDate,commentText,docketId,docketTitle,docketType,documentId,documentStatus,documentType,frNumber,numberOfCommentsReceived,openForComment,postedDate,rin,title,startDate,daysSince,Days
93,CMS,False,0,,,"Stop government from Imposing Socialist type price controls! If people want to be like Europe, the door is there so they can go. America was built on free enterprise, not socialism. No price controls on medications like they have in Europe!",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-0722,Posted,Public Submission,,1,False,2019-01-07 05:00:00,Not Assigned,SC,2018-10-30 04:00:00,69 days 01:00:00.000000000,69
94,CMS,False,0,,,"Why are you allowing yourself to become entrapped by a bunch of Communist Money Thugs, whose only mission is steal everything we have including the money in your wallet?
Do not allow the imposition of Socialist Price Controls. Stand UP for America!",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2326,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,ME,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
95,CMS,False,0,,,"The pilot program proposed by The Department of Health and Human Services that would set prices for certain prescription drugs in Medicare Part B based on what foreign countries pay for these drugs will harm patient choice and hurt innovation. These countries use socialized health systems, where prescription drugs are rationed or not even provided. Although our healthcare system has many issues and market-based reforms are needed, this is a step in the wrong direction.
 
Not only would this demonstration limit what prescription drugs seniors may have access to, it would disproportionately affect patients with debilitating chronic conditions like Crohn's disease, multiple sclerosis, cancer and lupus, by instituting new barriers into the program. 
 
This proposal would also hurt the development of future cures. The United States leads the world in developing new drugs, thanks to our innovative economy and research environment. This proposal fundamentally undermines this system, reducing the ability for companies to research and develop the next generation of medicine. This is an unacceptable side effect, bordering on negligence in trading our future health for a policy which will harm seniors now.
 
These policies don't work abroad and playing with them on needed medicines here will be detrimental to American seniors and our country as a whole.",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-0447,Posted,Public Submission,,1,False,2019-01-02 05:00:00,Not Assigned,MO,2018-10-30 04:00:00,64 days 01:00:00.000000000,64
96,CMS,False,0,,,"Government cannot even run the government and now  the government has made a disaster out of American Health Care!  Let the private sector fix it!  
why don't you have to suffer the same crap yo impose on the citizens of this great nation?  Is it because you don't consider yourselves citizens?  We don't want to be European, BUT YOU SHOULD GO LIVE THERE!!!",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2347,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,TX,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
97,CMS,False,0,,,Please do whatever you can to stop government bureaucrats from forcing socialist price controls on us!,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1428,Posted,Public Submission,,1,False,2019-01-07 05:00:00,Not Assigned,PA,2018-10-30 04:00:00,69 days 01:00:00.000000000,69
98,CMS,False,0,,,We do not want socialist price controls on drugs--we do not want big government dictating to us what we should pay!!,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1632,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,CO,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
99,CMS,False,0,,,Don't ruin  the the ability to create new Pharmaceuticals for different ailments. If they're not going to get paid for it they are not going to develop it. Use some common sense.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1922,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,ID,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
100,CMS,False,1,,,See attached file(s),CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1111,Posted,Public Submission,,1,False,2019-01-07 05:00:00,Not Assigned,WI,2018-10-30 04:00:00,69 days 01:00:00.000000000,69
101,CMS,False,0,,,"Please Stop Big Government Bureaucrats from Imposing Socialists Price Controls in America, like in Sweden &amp; France.
Please remember that you should work for the American People and their ideas.... not only before the next election with verbally promises only, and to be reelected!!!",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1704,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,CA,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
102,CMS,False,0,,,Stop imposing socialists policies in the Smerican people! End socialism Now!,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2331,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,TN,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
103,CMS,False,0,,,America does NOT need socialist ideas.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-0037,Posted,Public Submission,,1,False,2018-12-11 05:00:00,Not Assigned,"Sharon Talerico, IN",2018-10-30 04:00:00,42 days 01:00:00.000000000,42
104,CMS,False,0,,,I oppose any form of price controls as this will stagnate scientific development.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1023,Posted,Public Submission,,1,False,2019-01-07 05:00:00,Not Assigned,CT,2018-10-30 04:00:00,69 days 01:00:00.000000000,69
105,CMS,False,1,,,Please see attachment,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1193,Posted,Public Submission,,1,False,2019-01-07 05:00:00,Not Assigned,MN,2018-10-30 04:00:00,69 days 01:00:00.000000000,69
106,CMS,False,0,,,"The pilot program proposed by The Department of Health and Human Services that would set prices for certain prescription drugs in Medicare Part B based on what foreign countries pay for these drugs will harm patient choice and hurt innovation. These countries use socialized health systems, where prescription drugs are rationed or not even provided. Although our healthcare system has many issues and market-based reforms are needed, this is a step in the wrong direction.
 
Not only would this demonstration limit what prescription drugs seniors may have access to, it would disproportionately affect patients with debilitating chronic conditions like Crohn's disease, multiple sclerosis, cancer and lupus, by instituting new barriers into the program. 
 
This proposal would also hurt the development of future cures. The United States leads the world in developing new drugs, thanks to our innovative economy and research environment. This proposal fundamentally undermines this system, reducing the ability for companies to research and develop the next generation of medicine. This is an unacceptable side effect, bordering on negligence in trading our future health for a policy which will harm seniors now.
 
These policies don't work abroad and playing with them on needed medicines here will be detrimental to American seniors and our country as a whole.",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-0392,Posted,Public Submission,,1,False,2019-01-02 05:00:00,Not Assigned,CA,2018-10-30 04:00:00,64 days 01:00:00.000000000,64
107,CMS,False,0,,,This is the USA.  Please do not use European price controls here.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1806,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,MO,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
108,CMS,False,0,,,"Obama Care is an unmitigated ""failure"". All this nonsense about millions of people will be uninsured without it! THERE ARE ALREADY millions who cannot afford their ACA health care deductibles! And as we all know the rest PAY NOTHING but get  Medicaid. The poor working stiff trying to make ends meet gets crushed. All while Illegal immigrants, dead beats, and nar-do-wells get free care via Medicaid.

Ironically the truly poor who need the medical care the most do not know how to navigate the Government system to get that aid. Saw a lot of that in Las Vegas when we moved their. Homeless were literally rummaging through garbage cans for food to eat. Do you suppose they signed up for Obama Care. Worse yet they probably don't even know what Medicaid/Obama care is or how to sign up for it, SAD! 

Both Parties LET""S FIX THIS! We elect you folks to take care of things like health care? Obama care is not it! It is also not Medicare for all. How about folks like me 75 yrs old who paid  for Medicare most all my working life. Get serious you cannot provide it for free! It's not Single payer we cannot afford that either. QUIT THE CONSTANT FIGHTING BETWEEN PARTIES, Roll up your sleeves and do the hard work rather than these relatively ""SIMPLE"" solutions that cost more than this country can possibly afford. Just common sense tell me that!",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2618,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,IL,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
109,CMS,False,1,,,Please see the attached comments of the American Lung Association. ,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1035,Posted,Public Submission,,1,False,2019-01-07 05:00:00,Not Assigned,DC,2018-10-30 04:00:00,69 days 01:00:00.000000000,69
110,CMS,False,0,,,"I came to the United States from a communist country, with the  expectation of the freedoms that were available in the US.
One of the biggest gift the founding fathers gave us is freedom of expression, religion, etc.  If we lose that, we lose everything and become like any other socialist country subjugated by those in power.",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1059,Posted,Public Submission,,1,False,2019-01-07 05:00:00,Not Assigned,FL,2018-10-30 04:00:00,69 days 01:00:00.000000000,69
111,CMS,False,0,,,Stop your Socialist Price Control attempts and stop trying to be a Socialist Country idiots.  Look at France and then think of what you are doing.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1071,Posted,Public Submission,,1,False,2019-01-07 05:00:00,Not Assigned,CA,2018-10-30 04:00:00,69 days 01:00:00.000000000,69
112,CMS,False,0,,,"Please resist socialized medicine.  The question with socialism is free stuff (paid for by taxpayers, who work) or freedom.  Please allow us the opportunity to work and choose the plan, doctor, and procedures we want.  We know what we want, and the government has no part in that. Think of Venezuela and its poverty. Endorse liberty.",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-0925,Posted,Public Submission,,1,False,2019-01-07 05:00:00,Not Assigned,VA,2018-10-30 04:00:00,69 days 01:00:00.000000000,69
113,CMS,False,1,,,Please see enclosed comments of Cardinal Health.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1285,Posted,Public Submission,,1,False,2019-01-07 05:00:00,Not Assigned,DC,2018-10-30 04:00:00,69 days 01:00:00.000000000,69
114,CMS,False,0,,,Do not bring European socialism here to the USA soil,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-0302,Posted,Public Submission,,1,False,2019-01-02 05:00:00,Not Assigned,VA,2018-10-30 04:00:00,64 days 01:00:00.000000000,64
115,CMS,False,0,,,Price controls inhibits innovation. Why would the government change the ratio between R&amp;D and cost recovery with price controls? If you establish price controls the consequence is that lower price equal's lower R&amp;D equal's less effective or no new drugs.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1919,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,NJ,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
116,CMS,False,0,,,Stop Big Government Bureaucrats from Imposing Socialist Price Controls!!!!,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-0635,Posted,Public Submission,,1,False,2019-01-02 05:00:00,Not Assigned,IL,2018-10-30 04:00:00,64 days 01:00:00.000000000,64
117,CMS,False,0,,,"I believe in a holistic approach to wellness. I am against policies that work against this approach. Money drives to many polices; not the wellness and welfare of the public natural cures is the best approach, not more high priced medicines.",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1958,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,NC,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
118,CMS,False,0,,,The USA must not follow failed socialistic policies !!,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-0079,Posted,Public Submission,,1,False,2019-01-02 05:00:00,Not Assigned,NJ,2018-10-30 04:00:00,64 days 01:00:00.000000000,64
119,CMS,False,1,,,See attached file for comments from the Healthcare Leadership Council on the International Pricing Index Model for Part B Drugs proposed rule. ,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2650,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,DC,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
120,CMS,False,0,,,Big Gov't Beaurocrats stop imposing Socialist Price Controls on our health system!,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1166,Posted,Public Submission,,1,False,2019-01-07 05:00:00,Not Assigned,NJ,2018-10-30 04:00:00,69 days 01:00:00.000000000,69
121,CMS,False,0,,,stop price controls,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1949,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,VA,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
122,CMS,False,0,,,"Price gouging needs to be regulated but we can not become Socialist country. 
We can't emulate Europe and loose the freedoms and rights we exercise as we had set-up in our Constitution.",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2422,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,TX,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
123,CMS,False,0,,,Please write your comment here.STOP BIG GOVERNMENT BUREAUCRATS FROM IMPOSING SOCIALIST PRICE CONTROL!,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-0567,Posted,Public Submission,,1,False,2019-01-02 05:00:00,Not Assigned,GA,2018-10-30 04:00:00,64 days 01:00:00.000000000,64
124,CMS,False,0,,,"Just why do you think more government control of health care will work?  AMTRAK, USPS, Pentagon, Government Unions, BLM, Forestry Service ---- just name one that is cost effective.",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1593,Posted,Public Submission,,1,False,2019-01-07 05:00:00,Not Assigned,CA,2018-10-30 04:00:00,69 days 01:00:00.000000000,69
125,CMS,False,0,,,"Deep State bureaucrats, STOP trying to impose European-style socialist drug price controls on American companies.",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1218,Posted,Public Submission,,1,False,2019-01-07 05:00:00,Not Assigned,SC,2018-10-30 04:00:00,69 days 01:00:00.000000000,69
126,CMS,False,0,,,I oppose medicare for all. We cannot afford medical care run by the government. This would limit services and quality of care. A comprehensive medical insurance with a fund for those with pre-existing conditions and offered for competition by insurance companies  is best for the US. Keep government 0ut of health care and do not impose socia;ist price controls.;sease write your comment here.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-0936,Posted,Public Submission,,1,False,2019-01-07 05:00:00,Not Assigned,NC,2018-10-30 04:00:00,69 days 01:00:00.000000000,69
127,CMS,False,0,,,We don't want any Socialist Policies in the United States !,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1327,Posted,Public Submission,,1,False,2019-01-07 05:00:00,Not Assigned,NY,2018-10-30 04:00:00,69 days 01:00:00.000000000,69
128,CMS,False,0,,,"I want nothing to do with top-down control of medical care, medical service pricing, or pharmaceutical products.

Thank you for your prompt attention to this matter!",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2108,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,AZ,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
129,CMS,False,0,,,Please do all you can to stop Government Bureaucrats form imposing Socialist Price Controls.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1653,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,AL,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
130,CMS,False,0,,,Objective studies of socialism gives evidence of a dismal track record. Socialism takes away the incentive to excellence. Our constitution has been an excellent guide to promote people being innovative &amp; giving their best,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-0855,Posted,Public Submission,,1,False,2019-01-07 05:00:00,Not Assigned,VA,2018-10-30 04:00:00,69 days 01:00:00.000000000,69
131,CMS,False,0,,,Stop trying to force socialism on America. Abandon European price controls! Free markets benefit everyone!!,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2014,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,KS,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
132,CMS,False,0,,,STOP the idiotic nonsense immediately.  MAGA.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1719,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,AZ,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
133,CMS,False,0,,,"This proposal will not affect the consumer drug market!! Another please do not help me by the Trump administration. 

If you want to change the paradigm lift the prohibition on buying meds on the global market. Since we are expected to "" compete"" with labor costs world wide we should be able to purchase goods and services at that cost basis. Stop protecting corporations. We have tried the top down approach for 50 years it has failed time to end the double standard of capitalism for the masses and corporate welfare for the few!  If you need any evidence of this failed approach look at the Trump tax reform. No wage increases, massive federal debt. ",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-0018,Posted,Public Submission,,1,False,2018-12-11 05:00:00,Not Assigned,"Joel Beldner, PA",2018-10-30 04:00:00,42 days 01:00:00.000000000,42
134,CMS,False,0,,,Please write your comment here. Stand firm against socialism.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2189,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,AZ,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
135,CMS,False,0,,,"The pilot program proposed by The Department of Health and Human Services that would set prices for certain prescription drugs in Medicare Part B based on what foreign countries pay for these drugs will harm patient choice and hurt innovation. These countries use socialized health systems, where prescription drugs are rationed or not even provided. Although our healthcare system has many issues and market-based reforms are needed, this is a step in the wrong direction.
 
Not only would this demonstration limit what prescription drugs seniors may have access to, it would disproportionately affect patients with debilitating chronic conditions like Crohn's disease, multiple sclerosis, cancer and lupus, by instituting new barriers into the program. 
 
This proposal would also hurt the development of future cures. The United States leads the world in developing new drugs, thanks to our innovative economy and research environment. This proposal fundamentally undermines this system, reducing the ability for companies to research and develop the next generation of medicine. This is an unacceptable side effect, bordering on negligence in trading our future health for a policy which will harm seniors now.
 
These policies don't work abroad and playing with them on needed medicines here will be detrimental to American seniors and our country as a whole.",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-0184,Posted,Public Submission,,1,False,2019-01-02 05:00:00,Not Assigned,TX,2018-10-30 04:00:00,64 days 01:00:00.000000000,64
136,CMS,False,0,,,"The pilot program proposed by The Department of Health and Human Services that would set prices for certain prescription drugs in Medicare Part B based on what foreign countries pay for these drugs will harm patient choice and hurt innovation. These countries use socialized health systems, where prescription drugs are rationed or not even provided. Although our healthcare system has many issues and market-based reforms are needed, this is a step in the wrong direction.
 
Not only would this demonstration limit what prescription drugs seniors may have access to, it would disproportionately affect patients with debilitating chronic conditions like Crohn's disease, multiple sclerosis, cancer and lupus, by instituting new barriers into the program. 
 
This proposal would also hurt the development of future cures. The United States leads the world in developing new drugs, thanks to our innovative economy and research environment. This proposal fundamentally undermines this system, reducing the ability for companies to research and develop the next generation of medicine. This is an unacceptable side effect, bordering on negligence in trading our future health for a policy which will harm seniors now.
 
These policies don't work abroad and playing with them on needed medicines here will be detrimental to American seniors and our country as a whole.",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-0476,Posted,Public Submission,,1,False,2019-01-02 05:00:00,Not Assigned,PA,2018-10-30 04:00:00,64 days 01:00:00.000000000,64
137,CMS,False,1,,,CMS-5528-ANPRM(s)- Please see attached comment letter.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1314,Posted,Public Submission,,1,False,2019-01-07 05:00:00,Not Assigned,NY,2018-10-30 04:00:00,69 days 01:00:00.000000000,69
138,CMS,False,0,,,We do NOT want you imposing Socialist Price Controls!,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1965,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,TX,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
139,CMS,False,0,,,Stop trying to force socialism on America. Tell them to abandon European price controls!,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2396,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,MI,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
140,CMS,False,0,,,socialism does not work. All it does is fill the pockets of bureaucrats!,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2490,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,TX,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
141,CMS,False,0,,,Please write your comment herSTOP THIS SOCIALIST CRAP,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2051,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,NJ,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
142,CMS,False,0,,,Our healthcare system does not need socialist price controls. The notion that single-payer system will cut cost is false. Only a free market system fueled by supply and demand will bring down costs. Offering everybody free healthcare only encourages unnecessary use of healthcare facilities imposing higher costs to those who don't engage in such behavior.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1019,Posted,Public Submission,,1,False,2019-01-07 05:00:00,Not Assigned,KY,2018-10-30 04:00:00,69 days 01:00:00.000000000,69
143,CMS,False,0,,,No socialist price controls!,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-0648,Posted,Public Submission,,1,False,2019-01-02 05:00:00,Not Assigned,TN,2018-10-30 04:00:00,64 days 01:00:00.000000000,64
144,CMS,False,0,,,I do Not want socialized medicine in thus country.  Stop pushing that.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1718,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,FL,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
145,CMS,False,0,,,"As a tax paying senior citizen, struggling to pay my bill, I beg you to please stop trying to make this country a socialist country. If you like socialism so much, please just move there, and leave us to our great medical system.",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1817,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,TX,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
146,CMS,False,0,,,Stop with the socialism.  Free markets work...at least they did until medical insurance came about.  Having a third party payer is what caused price inflation.  Single payer is wrong as the medical community would really go nuts raising prices to government.  You know this is true.  Gov't has the money printing press.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1533,Posted,Public Submission,,1,False,2019-01-07 05:00:00,Not Assigned,WA,2018-10-30 04:00:00,69 days 01:00:00.000000000,69
147,CMS,False,0,,,SOCIALISM does NOT belong in OUR CONSTITUTIONAL REPUBLIC,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1488,Posted,Public Submission,,1,False,2019-01-07 05:00:00,Not Assigned,CA,2018-10-30 04:00:00,69 days 01:00:00.000000000,69
148,CMS,False,0,,,"Please let the free market work without the interference of government.  Businesses of all types need to be allowed to function without prices controls.  They need to follow the laws  of our country, but be able to grow at their own rates.",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2392,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,AZ,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
149,CMS,False,0,,,"You must be kidding trying to impose socialist controls in America. History has made it clear that socialism does not work. History has made the abundantly clear. Look at Venezuela, some of the Central American Countries, and others in Africa. Are you bureaucrats willing to live under a socialistic society?  I can't imagine you would like it. Stop this crap and start doing what you were elected to do. Changes can be made.",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1007,Posted,Public Submission,,1,False,2019-01-07 05:00:00,Not Assigned,MN,2018-10-30 04:00:00,69 days 01:00:00.000000000,69
150,CMS,False,0,,,Please no write your comment here.no you have to stop this or we the people will stop you from getting into office we the people have a right to have are say and i say no to this,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2125,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,NY,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
151,CMS,False,0,,,Please stop these bureaucrats socialists plans now!,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2062,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,NC,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
152,CMS,False,1,,,Please see the attached comment letter for the International Pricing Index Model ANPRM from Sanford Health. Thank you!,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1288,Posted,Public Submission,,1,False,2019-01-07 05:00:00,Not Assigned,ND,2018-10-30 04:00:00,69 days 01:00:00.000000000,69
153,CMS,False,0,,,Please write your comment here.Socialism is not our answer. For years we have fought against this form of government...,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2551,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,CA,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
154,CMS,False,0,,,Government price controls suck. I had to deal with that crap when I started driving in the mid 70's with the federal government controlling fuel prices.,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1443,Posted,Public Submission,,1,False,2019-01-07 05:00:00,Not Assigned,OH,2018-10-30 04:00:00,69 days 01:00:00.000000000,69
155,CMS,False,1,,,See attached file(s),CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1098,Posted,Public Submission,,1,False,2019-01-07 05:00:00,Not Assigned,DC,2018-10-30 04:00:00,69 days 01:00:00.000000000,69
156,CMS,False,2,,,On behalf of SCAN Health Plan.  Please accept the attached comments.  ,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2659,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,DC,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
157,CMS,False,0,,,"NO socialist price controls.
STOP socialist price controls.
Socialist price controls have FAILED everywhere they've been implemented.",CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-1724,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,TX,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
158,CMS,False,1,,,See attached,CMS-2018-0132,Indexed Price Concession Model CMS-5528-ANPRM,Rulemaking,CMS-2018-0132-2653,Posted,Public Submission,,1,False,2019-01-08 05:00:00,Not Assigned,DC,2018-10-30 04:00:00,70 days 01:00:00.000000000,70
